date,state,death,deathConfirmed,deathIncrease,deathProbable,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease,inIcuCumulative,inIcuCurrently,negative,negativeIncrease,negativeTestsAntibody,negativeTestsPeopleAntibody,negativeTestsViral,onVentilatorCumulative,onVentilatorCurrently,positive,positiveCasesViral,positiveIncrease,positiveScore,positiveTestsAntibody,positiveTestsAntigen,positiveTestsPeopleAntibody,positiveTestsPeopleAntigen,positiveTestsViral,recovered,totalTestEncountersViral,totalTestEncountersViralIncrease,totalTestResults,totalTestResultsIncrease,totalTestsAntibody,totalTestsAntigen,totalTestsPeopleAntibody,totalTestsPeopleAntigen,totalTestsPeopleViral,totalTestsPeopleViralIncrease,totalTestsViral,totalTestsViralIncrease
2020-08-31,CO,1945,1597,1,348,7028,7028,241,18,,,657344,4671,146905,,,,,57424,53579,201,0,10932,,,,,,1009970,7168,1009970,7168,157837,,,,710923,4856,,0
2020-08-30,CO,1944,1596,0,348,7010,7010,240,17,,,652673,4505,146590,,,,,57223,53394,182,0,10910,,,,,,1002802,7851,1002802,7851,157500,,,,706067,4690,,0
2020-08-29,CO,1944,1596,7,348,6993,6993,239,48,,,648168,5557,146238,,,,,57041,53209,268,0,10882,,,,,,994951,9329,994951,9329,157120,,,,701377,5808,,0
2020-08-28,CO,1937,1591,6,346,6945,6945,225,17,,,642611,7643,145665,,,,,56773,52958,430,0,10834,,,,,,985622,12632,985622,12632,156499,,,,695569,8039,,0
2020-08-27,CO,1931,1585,4,346,6928,6928,213,26,,,634968,4858,144760,,,,,56343,52562,350,0,10757,,,,,,972990,10236,972990,10236,155517,,,,687530,5191,,0
2020-08-26,CO,1927,1581,1,346,6902,6902,253,8,,,630110,3849,144206,,,,,55993,52228,193,0,10697,,,,,,962754,7113,962754,7113,154903,,,,682339,4004,,0
2020-08-25,CO,1926,1580,7,346,6894,6894,243,49,,,626261,31404,143826,,,,,55800,52074,459,0,10671,,,,,,955641,7996,955641,7996,154497,,,,678335,4422,,0
2020-08-24,CO,1919,1574,1,345,6845,6845,243,4,,,594857,0,143436,,,,,55341,51676,198,0,10639,,,,,,947645,9049,947645,9049,154075,,,,673913,4919,,0
2020-08-23,CO,1918,1573,0,345,6841,6841,225,10,,,594857,0,143047,,,,,55143,51505,260,0,10612,,,,,,938596,8444,938596,8444,153659,,,,668994,5213,,0
2020-08-22,CO,1918,1573,8,345,6831,6831,258,23,,,594857,0,142573,,,,,54883,51258,297,0,10575,,,,,,930152,11226,930152,11226,153148,,,,663781,5929,,0
2020-08-21,CO,1910,1566,7,344,6808,6808,236,11,,,594857,0,141899,,,,,54586,50967,356,0,10514,,,,,,918926,12233,918926,12233,152413,,,,657852,6602,,0
2020-08-20,CO,1903,1559,3,344,6797,6797,238,13,,,594857,0,141188,,,,,54230,50627,329,0,10454,,,,,,906693,11486,906693,11486,151642,,,,651250,6080,,0
2020-08-19,CO,1900,1556,1,344,6784,6784,238,3,,,594857,4657,140525,,,,,53901,50313,270,0,10406,,,,,,895207,7348,895207,7348,150931,,,,645170,4920,,0
2020-08-18,CO,1899,1555,3,344,6781,6781,262,42,,,590200,3920,140148,,,,,53631,50050,261,0,10372,,,,,,887859,6607,887859,6607,150520,,,,640250,4169,,0
2020-08-17,CO,1896,1552,0,344,6739,6739,245,4,,,586280,4883,139731,,,,,53370,49801,194,0,10349,,,,,,881252,8201,881252,8201,150080,,,,636081,5073,,0
2020-08-16,CO,1896,1552,0,344,6735,6735,240,8,,,581397,7930,139267,,,,,53176,49611,338,0,10304,,,,,,873051,13317,873051,13317,149571,,,,631008,8263,,0
2020-08-15,CO,1896,1552,8,344,6727,6727,236,9,,,573467,5680,138349,,,,,52838,49278,300,0,10222,,,,,,859734,10939,859734,10939,148571,,,,622745,5973,,0
2020-08-14,CO,1888,1545,6,343,6718,6718,236,18,,,567787,6640,137933,,,,,52538,48985,319,0,10189,,,,,,848795,11505,848795,11505,148122,,,,616772,6948,,0
2020-08-13,CO,1882,1539,7,343,6700,6700,265,15,,,561147,7113,137210,,,,,52219,48677,463,0,10110,,,,,,837290,12228,837290,12228,147320,,,,609824,7528,,0
2020-08-12,CO,1875,1533,0,342,6685,6685,288,6,,,554034,4175,136417,,,,,51756,48262,315,0,10053,,,,,,825062,7640,825062,7640,146470,,,,602296,4429,,0
2020-08-11,CO,1875,1533,12,342,6679,6679,315,52,,,549859,3716,135702,,,,,51441,48008,402,0,9992,,,,,,817422,7146,817422,7146,145694,,,,597867,4073,,0
2020-08-10,CO,1863,1522,5,341,6627,6627,309,11,,,546143,4963,135225,,,,,51039,47651,379,0,9956,,,,,,810276,8537,810276,8537,145181,,,,593794,5247,,0
2020-08-09,CO,1858,1517,1,341,6616,6616,319,14,,,541180,5624,134871,,,,,50660,47367,336,0,9941,,,,,,801739,10717,801739,10717,144812,,,,588547,5908,,0
2020-08-08,CO,1857,1516,0,341,6602,6602,346,20,,,535556,6318,134180,,,,,50324,47083,431,0,9890,,,,,,791022,11352,791022,11352,144070,,,,582639,6745,,0
2020-08-07,CO,1857,1516,5,341,6582,6582,317,10,,,529238,7311,133273,,,,,49893,46656,457,0,9795,,,,,,779670,13197,779670,13197,143068,,,,575894,7767,,0
2020-08-06,CO,1852,1511,1,341,6572,6572,317,36,,,521927,5596,132390,,,,,49436,46200,448,0,9726,,,,,,766473,11829,766473,11829,142116,,,,568127,6041,,0
2020-08-05,CO,1851,1510,2,341,6536,6536,320,20,,,516331,9303,131650,,,,,48988,45755,594,0,9661,,,,,,754644,27618,754644,27618,141311,,,,562086,9881,,0
2020-08-04,CO,1849,1508,5,341,6516,6516,335,29,,,507028,2993,130690,,,,,48394,45177,426,0,9584,,,,,,727026,5105,727026,5105,140274,,,,552205,3397,,0
2020-08-03,CO,1844,1503,0,341,6487,6487,340,13,,,504035,4539,130397,,,,,47968,44773,252,0,9553,,,,,,721921,7361,721921,7361,139950,,,,548808,4785,,0
2020-08-02,CO,1844,1502,0,342,6474,6474,308,9,,,499496,6191,130041,,,,,47716,44527,449,0,9525,,,,,,714560,10606,714560,10606,139566,,,,544023,6641,,0
2020-08-01,CO,1844,1501,6,343,6465,6465,335,24,,,493305,6711,129376,,,,,47267,44077,458,0,9474,,,,,,703954,12589,703954,12589,138850,,,,537382,7162,,0
2020-07-31,CO,1838,1498,16,340,6441,6441,350,28,,,486594,6452,128389,,,,,46809,43626,605,0,9385,,,,,,691365,12542,691365,12542,137774,,,,530220,7046,,0
2020-07-30,CO,1822,1483,0,339,6413,6413,350,15,,,480142,6266,127421,,,,,46204,43032,408,0,9293,,,,,,678823,10578,678823,10578,136714,,,,523174,6672,,0
2020-07-29,CO,1822,1483,15,339,6398,6398,341,79,,,473876,7013,126496,,,,,45796,42626,482,0,9224,,,,,,668245,11940,668245,11940,135720,,,,516502,7490,,0
2020-07-28,CO,1807,1470,8,337,6319,6319,353,48,,,466863,10998,125718,,,,,45314,42149,749,0,9159,,,,,,656305,17337,656305,17337,134877,,,,509012,11747,,0
2020-07-27,CO,1799,1463,5,336,6271,6271,359,3,,,455865,2413,124853,,,,,44565,41400,229,0,9091,,,,,,638968,3393,638968,3393,133944,,,,497265,2639,,0
2020-07-26,CO,1794,1458,0,336,6268,6268,365,7,,,453452,6845,124565,,,,,44336,41174,547,0,9075,,,,,,635575,11224,635575,11224,133640,,,,494626,7391,,0
2020-07-25,CO,1794,1458,4,336,6261,6261,338,34,,,446607,9843,123881,,,,,43789,40628,809,0,9035,,,,,,624351,16281,624351,16281,132916,,,,487235,10649,,0
2020-07-24,CO,1790,1454,4,336,6227,6227,357,78,,,436764,8201,122545,,,,,42980,39822,666,0,8979,,,,,,608070,13339,608070,13339,131524,,,,476586,8860,,0
2020-07-23,CO,1786,1450,15,336,6149,6149,356,16,,,428563,4850,121269,,,,,42314,39163,616,0,8889,,,,,,594731,9180,594731,9180,130158,,,,467726,5451,,0
2020-07-22,CO,1771,1435,8,336,6133,6133,351,23,,,423713,7370,120398,,,,,41698,38562,639,0,8823,,,,,,585551,11389,585551,11389,129221,,,,462275,7985,,0
2020-07-21,CO,1763,1430,5,333,6110,6110,373,53,,,416343,5610,119661,,,,,41059,37947,493,0,8762,,,,,,574162,8863,574162,8863,128423,,,,454290,6086,,0
2020-07-20,CO,1758,1426,6,332,6057,6057,386,25,,,410733,8706,119169,,,,,40566,37471,424,0,8717,,,,,,565299,12383,565299,12383,127886,,,,448204,9136,,0
2020-07-19,CO,1752,1420,0,332,6032,6032,397,13,,,402027,5877,118484,,,,,40142,37041,354,0,8676,,,,,,552916,9246,552916,9246,127160,,,,439068,6220,,0
2020-07-18,CO,1752,1420,1,332,6019,6019,401,25,,,396150,4711,117712,,,,,39788,36698,444,0,8621,,,,,,543670,9049,543670,9049,126333,,,,432848,5149,,0
2020-07-17,CO,1751,1419,6,332,5994,5994,394,28,,,391439,5816,116522,,,,,39344,36260,618,0,8169,,,,,,534621,8941,534621,8941,124691,,,,427699,6386,,0
2020-07-16,CO,1745,1413,1,332,5966,5966,412,16,,,385623,7562,115211,,,,,38726,35690,571,0,8094,,,,,,525680,10938,525680,10938,123305,,,,421313,8126,,0
2020-07-15,CO,1744,1413,6,331,5950,5950,389,-13,,,378061,5757,113658,,,,,38155,35126,469,0,7961,,,,,,514742,8614,514742,8614,121619,,,,413187,6220,,0
2020-07-14,CO,1738,1408,11,330,5963,5963,368,22,,,372304,4591,112858,,,,,37686,34663,444,0,7916,,,,,,506128,7297,506128,7297,120774,,,,406967,5025,,0
2020-07-13,CO,1727,1400,2,327,5941,5941,378,46,,,367713,5261,112040,,,,,37242,34229,329,0,7866,,,,,,498831,8154,498831,8154,119906,,,,401942,5579,,0
2020-07-12,CO,1725,1398,0,327,5895,5895,324,10,,,362452,6940,111195,,,,,36913,33911,322,0,7819,,,,,,490677,9327,490677,9327,119014,,,,396363,7264,,0
2020-07-11,CO,1725,1398,1,327,5885,5885,324,21,,,355512,5842,110506,,,,,36591,33587,400,0,7780,,,,,,481350,9050,481350,9050,118286,,,,389099,6240,,0
2020-07-10,CO,1724,1397,18,327,5864,5864,328,33,,,349670,8055,109366,,,,,36191,33189,666,0,7740,,,,,,472300,11375,472300,11375,117106,,,,382859,8698,,0
2020-07-09,CO,1706,1379,2,327,5831,5831,318,11,,,341615,6029,107836,,,,,35525,32546,409,0,7668,,,,,,460925,9332,460925,9332,115504,,,,374161,6437,,0
2020-07-08,CO,1704,1377,8,327,5820,5820,335,79,,,335586,5177,106623,,,,,35116,32138,452,0,7617,,,,,,451593,7131,451593,7131,114240,,,,367724,5579,,0
2020-07-07,CO,1696,1372,5,324,5741,5741,335,150,,,330409,4026,105866,,,,,34664,31736,407,0,7551,,,,,,444462,6190,444462,6190,113417,,,,362145,4394,,0
2020-07-06,CO,1691,1367,-10,324,5591,5591,327,26,,,326383,4793,105213,,,,,34257,31368,192,0,7509,,,,,,438272,6571,438272,6571,112722,,,,357751,4993,,0
2020-07-05,CO,1701,1365,0,336,5565,5565,286,15,,,321590,4739,104895,,,,,34065,31168,199,0,7494,,,,,,431701,6747,431701,6747,112389,,,,352758,4937,,0
2020-07-04,CO,1701,1365,0,336,5550,5550,283,13,,,316851,4716,103986,,,,,33866,30970,247,0,7467,,,,,,424954,6697,424954,6697,111453,,,,347821,4964,,0
2020-07-03,CO,1701,1365,0,336,5537,5537,270,10,,,312135,5197,101101,,,,,33619,30722,267,0,7340,,,,,,418257,7934,418257,7934,108441,,,,342857,5466,,0
2020-07-02,CO,1701,1365,4,336,5527,5527,270,14,,,306938,6712,101101,,,,,33352,30453,323,0,7340,,,,,,410323,8706,410323,8706,108441,,,,337391,7032,,0
2020-07-01,CO,1697,1362,7,335,5513,5513,262,24,,,300226,5438,98921,,,,,33029,30133,314,0,6940,,,,,,401617,7001,401617,7001,105861,,,,330359,5727,,0
2020-06-30,CO,1690,1355,8,335,5489,5489,237,47,,,294788,3442,98921,,,,,32715,29844,204,0,6940,,,,,,394616,5803,394616,5803,105861,,,,324632,3635,,0
2020-06-29,CO,1682,1350,6,332,5442,5442,271,41,,,291346,4088,98921,,,,,32511,29651,204,0,6940,,,,,,388813,5462,388813,5462,105861,,,,320997,4263,,0
2020-06-28,CO,1676,1344,2,332,5401,5401,234,2,,,287258,5569,97025,,,,,32307,29476,285,0,6858,,,,,,383351,7655,383351,7655,103883,,,,316734,5851,,0
2020-06-27,CO,1674,1343,1,331,5399,5399,235,7,,,281689,5902,97025,,,,,32022,29194,226,0,6858,,,,,,375696,8521,375696,8521,103883,,,,310883,6124,,0
2020-06-26,CO,1673,1342,4,331,5392,5392,226,6,,,275787,4689,95693,,,,,31796,28972,317,0,6800,,,,,,367175,7238,367175,7238,102493,,,,304759,4987,,0
2020-06-25,CO,1669,1337,2,332,5386,5386,247,11,,,271098,6188,94101,,,,,31479,28674,324,0,6719,,,,,,359937,8287,359937,8287,100820,,,,299772,6488,,0
2020-06-24,CO,1667,1335,2,332,5375,5375,247,9,,,264910,4969,92756,,,,,31155,28374,262,0,6658,,,,,,351650,6281,351650,6281,99414,,,,293284,5205,,0
2020-06-23,CO,1665,1330,14,335,5366,5366,238,23,,,259941,2770,91974,,,,,30893,28138,188,0,6601,,,,,,345369,4114,345369,4114,98575,,,,288079,2949,,0
2020-06-22,CO,1651,1314,4,337,5343,5343,249,16,,,257171,4938,91154,,,,,30705,27959,166,0,6550,,,,,,341255,6238,341255,6238,97704,,,,285130,5097,,0
2020-06-21,CO,1647,1310,0,337,5327,5327,256,4,,,252233,4196,90329,,,,,30539,27800,190,0,6513,,,,,,335017,5637,335017,5637,96842,,,,280033,4388,,0
2020-06-20,CO,1647,1310,4,337,5323,5323,255,5,,,248037,5155,89299,,,,,30349,27608,162,0,6457,,,,,,329380,7016,329380,7016,95756,,,,275645,5310,,0
2020-06-19,CO,1643,1306,5,337,5318,5318,250,10,,,242882,8337,87749,,,,,30187,27453,286,0,6385,,,,,,322364,7595,322364,7595,94134,,,,270335,5869,,0
2020-06-18,CO,1638,1303,7,335,5308,5308,270,14,,,234545,2002,86128,,,,,29901,27218,228,0,6302,,,,,,314769,6502,314769,6502,92430,,,,264466,4920,,0
2020-06-17,CO,1631,1299,14,332,5294,5294,270,22,,,232543,5318,84783,,,,,29673,27003,231,0,6236,,,,,,308267,6818,308267,6818,91019,,,,259546,5526,,0
2020-06-16,CO,1617,1291,12,326,5272,5272,290,3,,,227225,3368,83749,,,,,29442,26795,143,0,6176,,,,,,301449,4481,301449,4481,89925,,,,254020,3497,,0
2020-06-15,CO,1605,1279,6,326,5269,5269,276,25,,,223857,3902,82914,,,,,29299,26666,169,0,6119,,,,,,296968,5164,296968,5164,89033,,,,250523,4045,,0
2020-06-14,CO,1599,1273,1,326,5244,5244,276,0,,,219955,4329,81861,,,,,29130,26523,113,0,6046,,,,,,291804,5893,291804,5893,87907,,,,246478,4444,,0
2020-06-13,CO,1598,1272,3,326,5244,5244,262,10,,,215626,7987,80748,,,,,29017,26408,195,0,5984,,,,,,285911,7385,285911,7385,86732,,,,242034,5573,,0
2020-06-12,CO,1595,1268,12,327,5234,5234,274,177,,,207639,1916,79135,,,,,28822,26215,175,0,5892,,,,,,278526,5596,278526,5596,85027,,,,236461,4698,,0
2020-06-11,CO,1583,1258,10,325,5057,5057,279,22,,,205723,3877,77546,,,,,28647,26040,148,0,5799,,,,,,272930,5401,272930,5401,83345,,,,231763,4002,,0
2020-06-10,CO,1573,1250,20,323,5035,5035,277,10,,,201846,4099,75842,,,,,28499,25915,152,0,5688,,,,,,267529,5172,267529,5172,81530,,,,227761,4227,,0
2020-06-09,CO,1553,1233,10,320,5025,5025,305,166,,,197747,4043,74725,,,,,28347,25787,164,0,5616,,,,,,262357,4793,262357,4793,80341,,,,223534,4203,,0
2020-06-08,CO,1543,1224,16,319,4859,4859,304,374,,,193704,4221,73240,,,,,28183,25627,182,0,5543,,,,,,257564,5261,257564,5261,78783,,,,219331,4391,,0
2020-06-07,CO,1527,1209,0,318,4485,4485,322,5,,,189483,4317,72211,,,,,28001,25457,153,0,5482,,,,,,252303,5366,252303,5366,77693,,,,214940,4455,,0
2020-06-06,CO,1527,1209,3,318,4480,4480,299,8,,,185166,4504,70728,,,,,27848,25319,233,0,5372,,,,,,246937,5690,246937,5690,76100,,,,210485,4724,,0
2020-06-05,CO,1524,1205,12,319,4472,4472,299,12,,,180662,4598,68860,,,,,27615,25099,255,0,5234,,,,,,241247,6581,241247,6581,74094,,,,205761,4849,,0
2020-06-04,CO,1512,1195,18,317,4460,4460,319,17,,,176064,5924,66395,,,,,27360,24848,300,0,5059,,,,,,234666,8296,234666,8296,71454,,,,200912,6215,,0
2020-06-03,CO,1494,1182,20,312,4443,4443,356,24,,,170140,2751,64531,,,,,27060,24557,272,0,4934,,,,,,226370,4859,226370,4859,69465,,,,194697,3997,,0
2020-06-02,CO,1474,1162,16,312,4419,4419,388,47,,,167389,3429,59697,,,,,26788,24311,211,0,4727,,,,,,221511,3395,221511,3395,64424,,,,190700,2631,,0
2020-06-01,CO,1458,1152,13,306,4372,4372,394,25,,,163960,3962,58311,,,,,26577,24109,199,0,4642,,,,,,218116,5096,218116,5096,62953,,,,188069,4122,,0
2020-05-31,CO,1445,1140,2,305,4347,4347,414,14,,,159998,5469,57298,,,,,26378,23949,280,0,4570,,,,,,213020,7532,213020,7532,61868,,,,183947,5751,,0
2020-05-30,CO,1443,1138,7,305,4333,4333,414,26,,,154529,4401,55644,,,,,26098,23667,485,0,4425,,,,,,205488,5703,205488,5703,60069,,,,178196,4896,,0
2020-05-29,CO,1436,1129,15,307,4307,4307,421,53,,,150128,6290,53222,,,,,25613,23172,492,0,4265,,,,,,199785,7915,199785,7915,57487,,,,173300,6704,,0
2020-05-28,CO,1421,1115,29,306,4254,4254,464,58,,,143838,5482,50551,,,,,25121,22758,354,0,4101,,,,,,191870,7178,191870,7178,54652,,,,166596,5800,,0
2020-05-27,CO,1392,1096,40,296,4196,4196,464,36,,,138356,3501,48670,,,,,24767,22440,202,0,3990,,,,,,184692,4440,184692,4440,52660,,,,160796,3760,,0
2020-05-26,CO,1352,1075,19,275,4160,4160,484,32,,,134855,3113,47419,,,,,24565,22208,296,0,3913,,,,,,180252,4175,180252,4175,51332,,,,157036,3353,,0
2020-05-25,CO,1333,1056,1,275,4128,4128,507,9,,,131742,5608,45860,,,,,24269,21941,95,0,3793,,,,,,176077,4033,176077,4033,49653,,,,153683,3375,,0
2020-05-24,CO,1332,1055,5,275,4119,4119,560,14,,,126134,47,45058,,,,,24174,21857,210,0,3713,,,,,,172044,3379,172044,3379,48771,,,,150308,2564,,0
2020-05-23,CO,1327,1052,3,275,4105,4105,538,23,,,126087,4622,43765,,,,,23964,21657,477,0,3614,,,,,,168665,6197,168665,6197,47379,,,,147744,5077,,0
2020-05-22,CO,1324,1048,14,275,4082,4082,571,45,,,121465,2431,40655,,,,,23487,21202,296,0,3448,,,,,,162468,3550,162468,3550,44103,,,,142667,2730,,0
2020-05-21,CO,1310,1036,11,273,4037,4037,620,47,,,119034,6220,38142,,,,,23191,20903,394,0,3315,,,,,,158918,5121,158918,5121,41457,,,,139937,4326,,0
2020-05-20,CO,1299,1026,42,273,3990,3990,613,35,,,112814,3459,35941,,,,,22797,20595,315,0,3183,,,,,,153797,4365,153797,4365,39124,,,,135611,3774,,0
2020-05-19,CO,1257,1001,33,256,3955,3955,626,56,,,109355,224,33887,,,,,22482,20304,280,0,3047,,,,,,149432,3014,149432,3014,36934,,,,131837,2678,,0
2020-05-18,CO,1224,975,9,249,3899,3899,626,27,,,109131,2574,33431,,,,,22202,20028,264,0,3018,,,,,,146418,3269,146418,3269,36359,,,,129159,2829,,0
2020-05-17,CO,1215,966,23,249,3872,3872,650,6,,,106557,2642,31788,,,,,21938,19773,305,0,2886,,,,,,143149,3414,143149,3414,34674,,,,126330,2908,,0
2020-05-16,CO,1192,963,42,229,3866,3866,650,24,,,103915,3307,29935,,,,,21633,19507,401,0,2747,,,,,,139735,4422,139735,4422,32682,,,,123422,3663,,0
2020-05-15,CO,1150,944,59,206,3842,3842,671,53,,,100608,3416,27491,,,,,21232,19151,394,0,2538,,,,,,135313,4262,135313,4262,30029,,,,119759,3763,,0
2020-05-14,CO,1091,,29,,3789,3789,685,54,,,97192,3148,24876,,,,,20838,18804,363,0,2336,,,,,,131051,4017,131051,4017,27212,,,,115996,3491,,0
2020-05-13,CO,1062,,53,,3735,3735,685,40,,,94044,2951,20517,,,,,20475,18461,318,0,2032,,,,,,127034,3821,127034,3821,22549,,,,112505,3201,,0
2020-05-12,CO,1009,,22,,3695,3695,688,32,,,91093,2315,19549,,,,,20157,18211,278,0,1979,,,,,,123213,2929,123213,2929,21528,,,,109304,2543,,0
2020-05-11,CO,987,,16,,3663,3663,738,32,,,88778,2510,19218,,,,,19879,17983,176,0,1956,,,,,,120284,3071,120284,3071,21174,,,,106761,2684,,0
2020-05-10,CO,971,,4,,3631,3631,573,8,,,86268,1894,17708,,,,,19703,17809,328,0,1821,,,,,,117213,4024,117213,4024,19529,,,,104077,3467,,0
2020-05-09,CO,967,,7,,3623,3623,790,23,,,84374,6429,16062,,,,,19375,17491,548,0,1680,,,,,,113189,4680,113189,4680,17742,,,,100610,3838,,0
2020-05-08,CO,960,,16,,3600,3600,790,43,,,77945,2210,,,,,,18827,16969,456,0,,,,,,,108509,5376,108509,5376,,,,,96772,4505,,0
2020-05-07,CO,944,,23,,3557,3557,821,571,,,75735,2218,,,,,,18371,16532,541,0,,,,,,,103133,3306,103133,3306,,,,,92267,2738,,0
2020-05-06,CO,921,,18,,2986,2986,798,67,,,73517,4905,,,,,,17830,16012,466,0,,,,,,,99827,3161,99827,3161,,,,,89529,3553,,0
2020-05-05,CO,903,,52,,2919,2919,792,81,,,68612,515,,,,,,17364,15600,457,0,,,,,,,96666,3010,96666,3010,,,,,85976,2710,,0
2020-05-04,CO,851,,9,,2838,2838,834,39,,,68097,1642,,,,,,16907,15169,272,0,,,,,,,93656,2232,93656,2232,,,,,83266,1914,,0
2020-05-03,CO,842,,10,,2799,2799,883,6,,,66455,2774,,,,,,16635,14897,410,0,,,,,,,91424,3582,91424,3582,,,,,81352,3173,,0
2020-05-02,CO,832,,12,,2793,2793,883,46,,,63681,2500,,,,,,16225,14498,457,0,,,,,,,87842,3335,87842,3335,,,,,78179,2920,,0
2020-05-01,CO,820,,43,,2747,2747,931,50,,,61181,4075,,,,,,15768,14078,484,0,,,,,,,84507,3336,84507,3336,,,,,75259,2869,,0
2020-04-30,CO,777,,11,,2697,2697,959,76,,,57106,805,,,,,,15284,13637,526,0,,,,,,,81171,3312,81171,3312,,,,,72390,2941,,0
2020-04-29,CO,766,,30,,2621,2621,966,50,,,56301,1587,,,,,,14758,13148,442,0,,,,,,,77859,2754,77859,2754,,,,,69449,2355,,0
2020-04-28,CO,736,,30,,2571,2571,964,86,,,54714,2252,,,,,,14316,12741,437,0,,,,,,,75105,2702,75105,2702,,,,,67094,753,,0
2020-04-27,CO,706,,26,,2485,2485,994,47,,,52462,2629,,,,,,13879,12374,438,0,,,,,,,72403,2659,72403,2659,,,,,66341,3067,,0
2020-04-26,CO,680,,8,,2438,2438,1007,28,,,49833,3010,,,,,,13441,11980,473,0,,,,,,,69744,3237,69744,3237,,,,,63274,3483,,0
2020-04-25,CO,672,,-2,,2410,2410,1046,44,,,46823,2290,,,,,,12968,11533,713,0,,,,,,,66507,2943,66507,2943,,,,,59791,3002,,0
2020-04-24,CO,674,,122,,2366,2366,1084,129,,,44533,3471,,,,,,12255,10995,993,0,,,,,,,63564,5249,63564,5249,,,,,56789,4465,,0
2020-04-23,CO,552,,44,,2237,2237,1084,114,,,41062,1295,,,,,,11262,10208,384,0,,,,,,,58315,1904,58315,1904,,,,,52324,1679,,0
2020-04-22,CO,508,,22,,2123,2123,859,120,,,39767,1510,,,,,,10878,,431,0,,,,,,,56411,2167,56411,2167,,,,,50645,1941,,0
2020-04-21,CO,486,,37,,2003,2003,851,123,,,38257,897,,,,,,10447,,341,0,,,,,,,54244,1476,54244,1476,,,,,48704,1238,,0
2020-04-20,CO,449,,27,,1880,1880,861,67,,,37360,895,,,,,,10106,,376,0,,,,,,,52768,1477,52768,1477,,,,,47466,1271,,0
2020-04-19,CO,422,,11,,1813,1813,874,16,,,36465,1292,,,,,,9730,,297,0,,,,,,,51291,1826,51291,1826,,,,,46195,1589,,0
2020-04-18,CO,411,,20,,1797,1797,874,42,,,35173,913,,,,,,9433,,386,0,,,,,,,49465,1581,49465,1581,,,,,44606,1299,,0
2020-04-17,CO,391,,17,,1755,1755,843,62,,,34260,1105,,,,,,9047,,372,0,,,,,,,47884,1706,47884,1706,,,,,43307,1477,,0
2020-04-16,CO,374,,17,,1693,1693,858,57,,,33155,902,,,,,,8675,,395,0,,,,,,,46178,1495,46178,1495,,,,,41830,1297,,0
2020-04-15,CO,357,,28,,1636,1636,859,80,,,32253,614,,,,,,8280,,339,0,,,,,,,44683,1182,44683,1182,,,,,40533,953,,0
2020-04-14,CO,329,,21,,1556,1556,878,63,,,31639,588,,,,,,7941,,250,0,,,,,,,43501,1018,43501,1018,,,,,39580,838,,0
2020-04-13,CO,308,,18,,1493,1493,888,76,,,31051,1201,,,,,,7691,,388,0,,,,,,,42483,1794,42483,1794,,,,,38742,1589,,0
2020-04-12,CO,290,,16,,1417,1417,842,41,,,29850,1870,,,,,,7303,,410,0,,,,,,,40689,2585,40689,2585,,,,,37153,2280,,0
2020-04-11,CO,274,,24,,1376,1376,822,64,,,27980,1837,,,,,,6893,,383,0,,,,,,,38104,2462,38104,2462,,,,,34873,2220,,0
2020-04-10,CO,250,,24,,1312,1312,841,91,,,26143,0,,,,,,6510,,308,0,,,,,,,35642,1675,35642,1675,,,,,32653,1473,,0
2020-04-09,CO,226,,33,,1221,1221,842,59,,,26143,2599,,,,,,6202,,547,0,,,,,,,33967,2199,33967,2199,,,,,31180,1981,,0
2020-04-08,CO,193,,14,,1162,1162,848,83,,,23544,879,,,,,,5655,,226,0,,,,,,,31768,1233,31768,1233,,,,,29199,1105,,0
2020-04-07,CO,179,,29,,1079,1079,833,85,,,22665,962,,,,,,5429,,257,0,,,,,,,30535,1634,30535,1634,,,,,28094,1219,,0
2020-04-06,CO,150,,10,,994,994,786,70,,,21703,880,,,,,,5172,,222,0,,,,,,,28901,1202,28901,1202,,,,,26875,1102,,0
2020-04-05,CO,140,,14,,924,924,786,49,,,20823,1488,,,,,,4950,,385,0,,,,,,,27699,2120,27699,2120,,,,,25773,1873,,0
2020-04-04,CO,126,,15,,875,875,783,52,,,19335,1437,,,,,,4565,,392,0,,,,,,,25579,1968,25579,1968,,,,,23900,1829,,0
2020-04-03,CO,111,,14,,823,823,777,113,,,17898,1215,,,,,,4173,,445,0,,,,,,,23611,1816,23611,1816,,,,,22071,1660,,0
2020-04-02,CO,97,,17,,710,710,739,90,,,16683,1380,,,,,,3728,,386,0,,,,,,,21795,1589,21795,1589,,,,,20411,1766,,0
2020-04-01,CO,80,,11,,620,620,698,111,,,15303,1420,,,,,,3342,,376,0,,,,,,,20206,1692,20206,1692,,,,,18645,1796,,0
2020-03-31,CO,69,,18,,509,509,574,95,,,13883,1146,,,,,,2966,,339,0,,,,,,,18514,1407,18514,1407,,,,,16849,1485,,0
